#                             P           Q            P           Q
#                R                 5p                       6s 
   311      3.9639E-07   6.7159E-11 -3.2526E-14   4.2654E-06 -3.4430E-09
   312      4.0038E-07   6.8516E-11 -3.3517E-14   4.3083E-06 -3.5126E-09
   313      4.0440E-07   6.9900E-11 -3.4537E-14   4.3516E-06 -3.5835E-09
   314      4.0846E-07   7.1312E-11 -3.5589E-14   4.3953E-06 -3.6559E-09
   315      4.1257E-07   7.2753E-11 -3.6673E-14   4.4395E-06 -3.7298E-09
   316      4.1672E-07   7.4222E-11 -3.7790E-14   4.4841E-06 -3.8051E-09
   317      4.2090E-07   7.5722E-11 -3.8941E-14   4.5292E-06 -3.8820E-09
   318      4.2513E-07   7.7251E-11 -4.0127E-14   4.5747E-06 -3.9604E-09
   319      4.2941E-07   7.8812E-11 -4.1349E-14   4.6207E-06 -4.0404E-09
   320      4.3372E-07   8.0404E-11 -4.2608E-14   4.6671E-06 -4.1220E-09
   321      4.3808E-07   8.2028E-11 -4.3906E-14   4.7140E-06 -4.2053E-09
   322      4.4248E-07   8.3685E-11 -4.5243E-14   4.7614E-06 -4.2902E-09
   323      4.4693E-07   8.5376E-11 -4.6621E-14   4.8093E-06 -4.3769E-09
   324      4.5142E-07   8.7101E-11 -4.8040E-14   4.8576E-06 -4.4653E-09
   325      4.5596E-07   8.8860E-11 -4.9503E-14   4.9064E-06 -4.5555E-09
   326      4.6054E-07   9.0655E-11 -5.1011E-14   4.9557E-06 -4.6476E-09
   327      4.6517E-07   9.2487E-11 -5.2565E-14   5.0055E-06 -4.7414E-09
   328      4.6985E-07   9.4355E-11 -5.4165E-14   5.0558E-06 -4.8372E-09
   329      4.7457E-07   9.6261E-11 -5.5815E-14   5.1066E-06 -4.9349E-09
   330      4.7934E-07   9.8206E-11 -5.7515E-14   5.1580E-06 -5.0346E-09
   331      4.8415E-07   1.0019E-10 -5.9266E-14   5.2098E-06 -5.1363E-09
   332      4.8902E-07   1.0221E-10 -6.1071E-14   5.2622E-06 -5.2401E-09
   333      4.9393E-07   1.0428E-10 -6.2931E-14   5.3150E-06 -5.3460E-09
   334      4.9890E-07   1.0638E-10 -6.4848E-14   5.3685E-06 -5.4539E-09
   335      5.0391E-07   1.0853E-10 -6.6822E-14   5.4224E-06 -5.5641E-09
   336      5.0898E-07   1.1073E-10 -6.8858E-14   5.4769E-06 -5.6765E-09
   337      5.1409E-07   1.1296E-10 -7.0955E-14   5.5320E-06 -5.7912E-09
   338      5.1926E-07   1.1525E-10 -7.3115E-14   5.5876E-06 -5.9082E-09
   339      5.2448E-07   1.1757E-10 -7.5342E-14   5.6437E-06 -6.0275E-09
   340      5.2975E-07   1.1995E-10 -7.7637E-14   5.7004E-06 -6.1493E-09
   341      5.3507E-07   1.2237E-10 -8.0001E-14   5.7577E-06 -6.2735E-09
   342      5.4045E-07   1.2484E-10 -8.2437E-14   5.8156E-06 -6.4003E-09
   343      5.4588E-07   1.2737E-10 -8.4948E-14   5.8740E-06 -6.5295E-09
   344      5.5137E-07   1.2994E-10 -8.7535E-14   5.9331E-06 -6.6615E-09
   345      5.5691E-07   1.3256E-10 -9.0201E-14   5.9927E-06 -6.7960E-09
   346      5.6251E-07   1.3524E-10 -9.2948E-14   6.0529E-06 -6.9333E-09
   347      5.6816E-07   1.3797E-10 -9.5778E-14   6.1138E-06 -7.0734E-09
   348      5.7387E-07   1.4076E-10 -9.8695E-14   6.1752E-06 -7.2163E-09
   349      5.7964E-07   1.4360E-10 -1.0170E-13   6.2373E-06 -7.3620E-09
   350      5.8546E-07   1.4651E-10 -1.0480E-13   6.2999E-06 -7.5108E-09
   351      5.9135E-07   1.4947E-10 -1.0799E-13   6.3633E-06 -7.6625E-09
   352      5.9729E-07   1.5248E-10 -1.1128E-13   6.4272E-06 -7.8173E-09
   353      6.0329E-07   1.5556E-10 -1.1467E-13   6.4918E-06 -7.9752E-09
   354      6.0936E-07   1.5871E-10 -1.1816E-13   6.5570E-06 -8.1363E-09
   355      6.1548E-07   1.6191E-10 -1.2176E-13   6.6229E-06 -8.3007E-09
   356      6.2167E-07   1.6518E-10 -1.2547E-13   6.6895E-06 -8.4683E-09
   357      6.2791E-07   1.6852E-10 -1.2929E-13   6.7567E-06 -8.6394E-09
   358      6.3422E-07   1.7193E-10 -1.3322E-13   6.8246E-06 -8.8139E-09
   359      6.4060E-07   1.7540E-10 -1.3728E-13   6.8932E-06 -8.9920E-09
   360      6.4704E-07   1.7894E-10 -1.4146E-13   6.9625E-06 -9.1736E-09
   361      6.5354E-07   1.8256E-10 -1.4577E-13   7.0325E-06 -9.3589E-09
   362      6.6011E-07   1.8624E-10 -1.5021E-13   7.1032E-06 -9.5480E-09
   363      6.6674E-07   1.9001E-10 -1.5478E-13   7.1746E-06 -9.7409E-09
   364      6.7344E-07   1.9385E-10 -1.5950E-13   7.2467E-06 -9.9377E-09
   365      6.8021E-07   1.9776E-10 -1.6436E-13   7.3195E-06 -1.0138E-08
   366      6.8705E-07   2.0176E-10 -1.6936E-13   7.3930E-06 -1.0343E-08
   367      6.9395E-07   2.0583E-10 -1.7452E-13   7.4673E-06 -1.0552E-08
   368      7.0093E-07   2.0999E-10 -1.7983E-13   7.5424E-06 -1.0765E-08
   369      7.0797E-07   2.1423E-10 -1.8531E-13   7.6182E-06 -1.0983E-08
   370      7.1509E-07   2.1856E-10 -1.9095E-13   7.6948E-06 -1.1205E-08
   371      7.2227E-07   2.2298E-10 -1.9677E-13   7.7721E-06 -1.1431E-08
   372      7.2953E-07   2.2748E-10 -2.0276E-13   7.8502E-06 -1.1662E-08
   373      7.3686E-07   2.3208E-10 -2.0894E-13   7.9291E-06 -1.1897E-08
   374      7.4427E-07   2.3676E-10 -2.1530E-13   8.0088E-06 -1.2138E-08
   375      7.5175E-07   2.4155E-10 -2.2186E-13   8.0893E-06 -1.2383E-08
   376      7.5931E-07   2.4643E-10 -2.2861E-13   8.1706E-06 -1.2633E-08
   377      7.6694E-07   2.5140E-10 -2.3557E-13   8.2527E-06 -1.2888E-08
   378      7.7464E-07   2.5648E-10 -2.4275E-13   8.3356E-06 -1.3149E-08
   379      7.8243E-07   2.6166E-10 -2.5014E-13   8.4194E-06 -1.3414E-08
   380      7.9029E-07   2.6695E-10 -2.5776E-13   8.5040E-06 -1.3685E-08
   381      7.9824E-07   2.7234E-10 -2.6561E-13   8.5895E-06 -1.3962E-08
   382      8.0626E-07   2.7784E-10 -2.7370E-13   8.6758E-06 -1.4244E-08
   383      8.1436E-07   2.8346E-10 -2.8203E-13   8.7630E-06 -1.4532E-08
   384      8.2255E-07   2.8918E-10 -2.9062E-13   8.8511E-06 -1.4825E-08
   385      8.3081E-07   2.9503E-10 -2.9947E-13   8.9400E-06 -1.5125E-08
   386      8.3916E-07   3.0099E-10 -3.0859E-13   9.0299E-06 -1.5430E-08
   387      8.4760E-07   3.0707E-10 -3.1799E-13   9.1206E-06 -1.5742E-08
   388      8.5611E-07   3.1327E-10 -3.2767E-13   9.2123E-06 -1.6060E-08
   389      8.6472E-07   3.1960E-10 -3.3765E-13   9.3049E-06 -1.6384E-08
   390      8.7341E-07   3.2605E-10 -3.4794E-13   9.3984E-06 -1.6715E-08
   391      8.8219E-07   3.3264E-10 -3.5853E-13   9.4928E-06 -1.7053E-08
   392      8.9105E-07   3.3936E-10 -3.6945E-13   9.5882E-06 -1.7397E-08
   393      9.0001E-07   3.4622E-10 -3.8070E-13   9.6846E-06 -1.7749E-08
   394      9.0905E-07   3.5321E-10 -3.9229E-13   9.7819E-06 -1.8107E-08
   395      9.1819E-07   3.6034E-10 -4.0424E-13   9.8802E-06 -1.8473E-08
   396      9.2742E-07   3.6762E-10 -4.1655E-13   9.9795E-06 -1.8846E-08
   397      9.3674E-07   3.7505E-10 -4.2924E-13   1.0080E-05 -1.9227E-08
   398      9.4615E-07   3.8263E-10 -4.4231E-13   1.0181E-05 -1.9615E-08
   399      9.5566E-07   3.9036E-10 -4.5578E-13   1.0283E-05 -2.0012E-08
   400      9.6527E-07   3.9824E-10 -4.6966E-13   1.0387E-05 -2.0416E-08
   401      9.7497E-07   4.0629E-10 -4.8396E-13   1.0491E-05 -2.0828E-08
   402      9.8477E-07   4.1449E-10 -4.9870E-13   1.0597E-05 -2.1249E-08
   403      9.9466E-07   4.2287E-10 -5.1389E-13   1.0703E-05 -2.1678E-08
   404      1.0047E-06   4.3141E-10 -5.2954E-13   1.0811E-05 -2.2116E-08
   405      1.0148E-06   4.4013E-10 -5.4566E-13   1.0919E-05 -2.2563E-08
   406      1.0250E-06   4.4902E-10 -5.6228E-13   1.1029E-05 -2.3019E-08
   407      1.0353E-06   4.5809E-10 -5.7941E-13   1.1140E-05 -2.3484E-08
   408      1.0457E-06   4.6734E-10 -5.9705E-13   1.1252E-05 -2.3958E-08
   409      1.0562E-06   4.7678E-10 -6.1523E-13   1.1365E-05 -2.4442E-08
   410      1.0668E-06   4.8641E-10 -6.3397E-13   1.1479E-05 -2.4936E-08
   411      1.0775E-06   4.9624E-10 -6.5328E-13   1.1595E-05 -2.5440E-08
   412      1.0883E-06   5.0626E-10 -6.7317E-13   1.1711E-05 -2.5953E-08
   413      1.0993E-06   5.1649E-10 -6.9367E-13   1.1829E-05 -2.6478E-08
   414      1.1103E-06   5.2693E-10 -7.1480E-13   1.1948E-05 -2.7013E-08
   415      1.1215E-06   5.3757E-10 -7.3656E-13   1.2068E-05 -2.7558E-08
   416      1.1328E-06   5.4843E-10 -7.5899E-13   1.2189E-05 -2.8115E-08
   417      1.1441E-06   5.5951E-10 -7.8211E-13   1.2312E-05 -2.8683E-08
   418      1.1556E-06   5.7081E-10 -8.0593E-13   1.2435E-05 -2.9262E-08
   419      1.1672E-06   5.8234E-10 -8.3047E-13   1.2560E-05 -2.9853E-08
   420      1.1790E-06   5.9411E-10 -8.5576E-13   1.2686E-05 -3.0456E-08
   421      1.1908E-06   6.0611E-10 -8.8182E-13   1.2814E-05 -3.1072E-08
   422      1.2028E-06   6.1835E-10 -9.0867E-13   1.2943E-05 -3.1699E-08
   423      1.2149E-06   6.3084E-10 -9.3635E-13   1.3073E-05 -3.2340E-08
   424      1.2271E-06   6.4359E-10 -9.6486E-13   1.3204E-05 -3.2993E-08
   425      1.2394E-06   6.5659E-10 -9.9424E-13   1.3337E-05 -3.3659E-08
   426      1.2519E-06   6.6985E-10 -1.0245E-12   1.3471E-05 -3.4339E-08
   427      1.2645E-06   6.8339E-10 -1.0557E-12   1.3606E-05 -3.5033E-08
   428      1.2772E-06   6.9719E-10 -1.0879E-12   1.3743E-05 -3.5741E-08
   429      1.2900E-06   7.1127E-10 -1.1210E-12   1.3881E-05 -3.6462E-08
   430      1.3030E-06   7.2564E-10 -1.1551E-12   1.4021E-05 -3.7199E-08
   431      1.3161E-06   7.4030E-10 -1.1903E-12   1.4162E-05 -3.7950E-08
   432      1.3293E-06   7.5526E-10 -1.2266E-12   1.4304E-05 -3.8717E-08
   433      1.3427E-06   7.7051E-10 -1.2639E-12   1.4448E-05 -3.9499E-08
   434      1.3561E-06   7.8608E-10 -1.3024E-12   1.4593E-05 -4.0297E-08
   435      1.3698E-06   8.0196E-10 -1.3421E-12   1.4739E-05 -4.1111E-08
   436      1.3835E-06   8.1816E-10 -1.3829E-12   1.4888E-05 -4.1941E-08
   437      1.3974E-06   8.3469E-10 -1.4251E-12   1.5037E-05 -4.2789E-08
   438      1.4115E-06   8.5155E-10 -1.4684E-12   1.5188E-05 -4.3653E-08
   439      1.4257E-06   8.6875E-10 -1.5132E-12   1.5341E-05 -4.4535E-08
   440      1.4400E-06   8.8630E-10 -1.5592E-12   1.5495E-05 -4.5434E-08
   441      1.4545E-06   9.0421E-10 -1.6067E-12   1.5651E-05 -4.6352E-08
   442      1.4691E-06   9.2247E-10 -1.6557E-12   1.5808E-05 -4.7288E-08
   443      1.4839E-06   9.4111E-10 -1.7061E-12   1.5967E-05 -4.8244E-08
   444      1.4988E-06   9.6012E-10 -1.7580E-12   1.6128E-05 -4.9218E-08
   445      1.5138E-06   9.7951E-10 -1.8116E-12   1.6290E-05 -5.0212E-08
   446      1.5291E-06   9.9930E-10 -1.8667E-12   1.6453E-05 -5.1227E-08
   447      1.5444E-06   1.0195E-09 -1.9236E-12   1.6619E-05 -5.2261E-08
   448      1.5599E-06   1.0401E-09 -1.9822E-12   1.6786E-05 -5.3317E-08
   449      1.5756E-06   1.0611E-09 -2.0425E-12   1.6954E-05 -5.4394E-08
   450      1.5915E-06   1.0825E-09 -2.1047E-12   1.7125E-05 -5.5493E-08
   451      1.6074E-06   1.1044E-09 -2.1688E-12   1.7297E-05 -5.6614E-08
   452      1.6236E-06   1.1267E-09 -2.2349E-12   1.7471E-05 -5.7757E-08
   453      1.6399E-06   1.1495E-09 -2.3029E-12   1.7646E-05 -5.8924E-08
   454      1.6564E-06   1.1727E-09 -2.3730E-12   1.7824E-05 -6.0114E-08
   455      1.6731E-06   1.1964E-09 -2.4453E-12   1.8003E-05 -6.1328E-08
   456      1.6899E-06   1.2205E-09 -2.5198E-12   1.8184E-05 -6.2567E-08
   457      1.7068E-06   1.2452E-09 -2.5965E-12   1.8366E-05 -6.3831E-08
   458      1.7240E-06   1.2704E-09 -2.6756E-12   1.8551E-05 -6.5120E-08
   459      1.7413E-06   1.2960E-09 -2.7570E-12   1.8737E-05 -6.6435E-08
   460      1.7588E-06   1.3222E-09 -2.8410E-12   1.8926E-05 -6.7777E-08
   461      1.7765E-06   1.3489E-09 -2.9275E-12   1.9116E-05 -6.9146E-08
   462      1.7944E-06   1.3762E-09 -3.0167E-12   1.9308E-05 -7.0543E-08
   463      1.8124E-06   1.4040E-09 -3.1085E-12   1.9502E-05 -7.1968E-08
   464      1.8306E-06   1.4323E-09 -3.2032E-12   1.9698E-05 -7.3422E-08
   465      1.8490E-06   1.4613E-09 -3.3007E-12   1.9896E-05 -7.4905E-08
   466      1.8676E-06   1.4908E-09 -3.4012E-12   2.0096E-05 -7.6418E-08
   467      1.8864E-06   1.5209E-09 -3.5048E-12   2.0298E-05 -7.7961E-08
   468      1.9053E-06   1.5516E-09 -3.6115E-12   2.0502E-05 -7.9536E-08
   469      1.9245E-06   1.5830E-09 -3.7215E-12   2.0708E-05 -8.1142E-08
   470      1.9438E-06   1.6149E-09 -3.8348E-12   2.0916E-05 -8.2781E-08
   471      1.9633E-06   1.6476E-09 -3.9516E-12   2.1126E-05 -8.4453E-08
   472      1.9831E-06   1.6808E-09 -4.0719E-12   2.1339E-05 -8.6159E-08
   473      2.0030E-06   1.7148E-09 -4.1959E-12   2.1553E-05 -8.7899E-08
   474      2.0231E-06   1.7494E-09 -4.3237E-12   2.1770E-05 -8.9675E-08
   475      2.0435E-06   1.7848E-09 -4.4554E-12   2.1988E-05 -9.1486E-08
   476      2.0640E-06   1.8208E-09 -4.5910E-12   2.2209E-05 -9.3334E-08
   477      2.0847E-06   1.8576E-09 -4.7308E-12   2.2433E-05 -9.5219E-08
   478      2.1057E-06   1.8951E-09 -4.8749E-12   2.2658E-05 -9.7142E-08
   479      2.1269E-06   1.9334E-09 -5.0233E-12   2.2886E-05 -9.9104E-08
   480      2.1482E-06   1.9725E-09 -5.1763E-12   2.3116E-05 -1.0111E-07
   481      2.1698E-06   2.0123E-09 -5.3339E-12   2.3348E-05 -1.0315E-07
   482      2.1916E-06   2.0530E-09 -5.4963E-12   2.3583E-05 -1.0523E-07
   483      2.2137E-06   2.0944E-09 -5.6637E-12   2.3820E-05 -1.0736E-07
   484      2.2359E-06   2.1368E-09 -5.8362E-12   2.4059E-05 -1.0953E-07
   485      2.2584E-06   2.1799E-09 -6.0139E-12   2.4301E-05 -1.1174E-07
   486      2.2811E-06   2.2240E-09 -6.1970E-12   2.4545E-05 -1.1399E-07
   487      2.3040E-06   2.2689E-09 -6.3857E-12   2.4792E-05 -1.1630E-07
   488      2.3272E-06   2.3147E-09 -6.5801E-12   2.5041E-05 -1.1865E-07
   489      2.3505E-06   2.3615E-09 -6.7805E-12   2.5292E-05 -1.2104E-07
   490      2.3742E-06   2.4092E-09 -6.9869E-12   2.5547E-05 -1.2349E-07
   491      2.3980E-06   2.4578E-09 -7.1997E-12   2.5803E-05 -1.2598E-07
   492      2.4221E-06   2.5075E-09 -7.4189E-12   2.6063E-05 -1.2852E-07
   493      2.4465E-06   2.5582E-09 -7.6448E-12   2.6325E-05 -1.3112E-07
   494      2.4711E-06   2.6098E-09 -7.8776E-12   2.6589E-05 -1.3377E-07
   495      2.4959E-06   2.6626E-09 -8.1175E-12   2.6856E-05 -1.3647E-07
   496      2.5210E-06   2.7163E-09 -8.3646E-12   2.7126E-05 -1.3923E-07
   497      2.5463E-06   2.7712E-09 -8.6193E-12   2.7399E-05 -1.4204E-07
   498      2.5719E-06   2.8272E-09 -8.8818E-12   2.7674E-05 -1.4491E-07
   499      2.5978E-06   2.8843E-09 -9.1522E-12   2.7952E-05 -1.4783E-07
   500      2.6239E-06   2.9426E-09 -9.4309E-12   2.8233E-05 -1.5082E-07
   501      2.6502E-06   3.0020E-09 -9.7180E-12   2.8517E-05 -1.5386E-07
   502      2.6769E-06   3.0627E-09 -1.0014E-11   2.8803E-05 -1.5697E-07
   503      2.7038E-06   3.1245E-09 -1.0319E-11   2.9093E-05 -1.6014E-07
   504      2.7309E-06   3.1876E-09 -1.0633E-11   2.9385E-05 -1.6338E-07
   505      2.7584E-06   3.2520E-09 -1.0957E-11   2.9681E-05 -1.6668E-07
   506      2.7861E-06   3.3177E-09 -1.1290E-11   2.9979E-05 -1.7004E-07
   507      2.8141E-06   3.3847E-09 -1.1634E-11   3.0280E-05 -1.7348E-07
   508      2.8424E-06   3.4531E-09 -1.1988E-11   3.0584E-05 -1.7698E-07
   509      2.8710E-06   3.5229E-09 -1.2353E-11   3.0892E-05 -1.8055E-07
   510      2.8998E-06   3.5940E-09 -1.2729E-11   3.1202E-05 -1.8420E-07
   511      2.9290E-06   3.6666E-09 -1.3117E-11   3.1516E-05 -1.8792E-07
   512      2.9584E-06   3.7407E-09 -1.3516E-11   3.1832E-05 -1.9171E-07
   513      2.9881E-06   3.8163E-09 -1.3928E-11   3.2152E-05 -1.9559E-07
   514      3.0182E-06   3.8934E-09 -1.4352E-11   3.2475E-05 -1.9954E-07
   515      3.0485E-06   3.9720E-09 -1.4789E-11   3.2802E-05 -2.0357E-07
   516      3.0791E-06   4.0523E-09 -1.5239E-11   3.3131E-05 -2.0768E-07
   517      3.1101E-06   4.1341E-09 -1.5703E-11   3.3464E-05 -2.1187E-07
   518      3.1413E-06   4.2176E-09 -1.6181E-11   3.3801E-05 -2.1615E-07
   519      3.1729E-06   4.3028E-09 -1.6674E-11   3.4140E-05 -2.2051E-07
   520      3.2048E-06   4.3897E-09 -1.7182E-11   3.4483E-05 -2.2497E-07
   521      3.2370E-06   4.4784E-09 -1.7705E-11   3.4830E-05 -2.2951E-07
   522      3.2695E-06   4.5689E-09 -1.8244E-11   3.5180E-05 -2.3414E-07
   523      3.3024E-06   4.6612E-09 -1.8799E-11   3.5533E-05 -2.3887E-07
   524      3.3356E-06   4.7553E-09 -1.9371E-11   3.5890E-05 -2.4369E-07
   525      3.3691E-06   4.8514E-09 -1.9961E-11   3.6251E-05 -2.4862E-07
   526      3.4030E-06   4.9494E-09 -2.0569E-11   3.6615E-05 -2.5364E-07
   527      3.4372E-06   5.0494E-09 -2.1195E-11   3.6983E-05 -2.5876E-07
   528      3.4717E-06   5.1514E-09 -2.1840E-11   3.7355E-05 -2.6398E-07
   529      3.5066E-06   5.2554E-09 -2.2505E-11   3.7730E-05 -2.6931E-07
   530      3.5418E-06   5.3616E-09 -2.3190E-11   3.8109E-05 -2.7475E-07
   531      3.5774E-06   5.4699E-09 -2.3896E-11   3.8492E-05 -2.8030E-07
   532      3.6134E-06   5.5804E-09 -2.4624E-11   3.8879E-05 -2.8596E-07
   533      3.6497E-06   5.6931E-09 -2.5373E-11   3.9270E-05 -2.9173E-07
   534      3.6864E-06   5.8081E-09 -2.6146E-11   3.9664E-05 -2.9762E-07
   535      3.7234E-06   5.9254E-09 -2.6942E-11   4.0063E-05 -3.0363E-07
   536      3.7609E-06   6.0451E-09 -2.7762E-11   4.0466E-05 -3.0976E-07
   537      3.7987E-06   6.1673E-09 -2.8607E-11   4.0872E-05 -3.1601E-07
   538      3.8368E-06   6.2918E-09 -2.9478E-11   4.1283E-05 -3.2239E-07
   539      3.8754E-06   6.4189E-09 -3.0375E-11   4.1698E-05 -3.2890E-07
   540      3.9143E-06   6.5486E-09 -3.1300E-11   4.2117E-05 -3.3554E-07
   541      3.9537E-06   6.6809E-09 -3.2253E-11   4.2540E-05 -3.4232E-07
   542      3.9934E-06   6.8158E-09 -3.3234E-11   4.2967E-05 -3.4923E-07
   543      4.0336E-06   6.9535E-09 -3.4246E-11   4.3399E-05 -3.5628E-07
   544      4.0741E-06   7.0940E-09 -3.5288E-11   4.3835E-05 -3.6347E-07
   545      4.1150E-06   7.2373E-09 -3.6363E-11   4.4276E-05 -3.7081E-07
   546      4.1564E-06   7.3835E-09 -3.7469E-11   4.4720E-05 -3.7830E-07
   547      4.1982E-06   7.5326E-09 -3.8610E-11   4.5170E-05 -3.8593E-07
   548      4.2404E-06   7.6848E-09 -3.9785E-11   4.5624E-05 -3.9372E-07
   549      4.2830E-06   7.8400E-09 -4.0996E-11   4.6082E-05 -4.0167E-07
   550      4.3260E-06   7.9984E-09 -4.2244E-11   4.6545E-05 -4.0978E-07
   551      4.3695E-06   8.1599E-09 -4.3530E-11   4.7013E-05 -4.1805E-07
   552      4.4134E-06   8.3248E-09 -4.4855E-11   4.7485E-05 -4.2649E-07
   553      4.4578E-06   8.4929E-09 -4.6220E-11   4.7962E-05 -4.3510E-07
   554      4.5026E-06   8.6645E-09 -4.7627E-11   4.8444E-05 -4.4388E-07
   555      4.5478E-06   8.8395E-09 -4.9076E-11   4.8931E-05 -4.5284E-07
   556      4.5935E-06   9.0180E-09 -5.0570E-11   4.9423E-05 -4.6198E-07
   557      4.6397E-06   9.2002E-09 -5.2109E-11   4.9919E-05 -4.7131E-07
   558      4.6863E-06   9.3860E-09 -5.3695E-11   5.0421E-05 -4.8082E-07
   559      4.7334E-06   9.5756E-09 -5.5329E-11   5.0927E-05 -4.9052E-07
   560      4.7810E-06   9.7691E-09 -5.7013E-11   5.1439E-05 -5.0042E-07
   561      4.8290E-06   9.9664E-09 -5.8748E-11   5.1956E-05 -5.1052E-07
   562      4.8776E-06   1.0168E-08 -6.0536E-11   5.2478E-05 -5.2083E-07
   563      4.9266E-06   1.0373E-08 -6.2378E-11   5.3005E-05 -5.3134E-07
   564      4.9761E-06   1.0583E-08 -6.4276E-11   5.3538E-05 -5.4206E-07
   565      5.0261E-06   1.0796E-08 -6.6232E-11   5.4075E-05 -5.5300E-07
   566      5.0766E-06   1.1014E-08 -6.8248E-11   5.4619E-05 -5.6416E-07
   567      5.1277E-06   1.1237E-08 -7.0325E-11   5.5167E-05 -5.7555E-07
   568      5.1792E-06   1.1464E-08 -7.2465E-11   5.5722E-05 -5.8716E-07
   569      5.2312E-06   1.1695E-08 -7.4670E-11   5.6281E-05 -5.9901E-07
   570      5.2838E-06   1.1932E-08 -7.6942E-11   5.6847E-05 -6.1110E-07
   571      5.3369E-06   1.2173E-08 -7.9283E-11   5.7418E-05 -6.2343E-07
   572      5.3906E-06   1.2419E-08 -8.1696E-11   5.7995E-05 -6.3601E-07
   573      5.4447E-06   1.2669E-08 -8.4181E-11   5.8578E-05 -6.4884E-07
   574      5.4995E-06   1.2925E-08 -8.6743E-11   5.9166E-05 -6.6194E-07
   575      5.5547E-06   1.3186E-08 -8.9382E-11   5.9760E-05 -6.7529E-07
   576      5.6105E-06   1.3453E-08 -9.2102E-11   6.0361E-05 -6.8892E-07
   577      5.6669E-06   1.3725E-08 -9.4904E-11   6.0967E-05 -7.0282E-07
   578      5.7239E-06   1.4002E-08 -9.7791E-11   6.1580E-05 -7.1700E-07
   579      5.7814E-06   1.4285E-08 -1.0077E-10   6.2198E-05 -7.3146E-07
   580      5.8395E-06   1.4573E-08 -1.0383E-10   6.2823E-05 -7.4622E-07
   581      5.8982E-06   1.4867E-08 -1.0699E-10   6.3454E-05 -7.6127E-07
   582      5.9575E-06   1.5168E-08 -1.1025E-10   6.4092E-05 -7.7663E-07
   583      6.0174E-06   1.5474E-08 -1.1360E-10   6.4735E-05 -7.9230E-07
   584      6.0778E-06   1.5787E-08 -1.1706E-10   6.5386E-05 -8.0828E-07
   585      6.1389E-06   1.6106E-08 -1.2062E-10   6.6043E-05 -8.2458E-07
   586      6.2006E-06   1.6431E-08 -1.2429E-10   6.6706E-05 -8.4122E-07
   587      6.2629E-06   1.6763E-08 -1.2807E-10   6.7376E-05 -8.5818E-07
   588      6.3259E-06   1.7101E-08 -1.3196E-10   6.8053E-05 -8.7549E-07
   589      6.3895E-06   1.7447E-08 -1.3598E-10   6.8736E-05 -8.9315E-07
   590      6.4537E-06   1.7799E-08 -1.4011E-10   6.9427E-05 -9.1117E-07
   591      6.5185E-06   1.8159E-08 -1.4437E-10   7.0124E-05 -9.2954E-07
   592      6.5840E-06   1.8525E-08 -1.4876E-10   7.0829E-05 -9.4829E-07
   593      6.6502E-06   1.8900E-08 -1.5329E-10   7.1540E-05 -9.6741E-07
   594      6.7170E-06   1.9281E-08 -1.5795E-10   7.2259E-05 -9.8692E-07
   595      6.7846E-06   1.9671E-08 -1.6275E-10   7.2984E-05 -1.0068E-06
   596      6.8527E-06   2.0068E-08 -1.6770E-10   7.3717E-05 -1.0271E-06
   597      6.9216E-06   2.0473E-08 -1.7280E-10   7.4458E-05 -1.0478E-06
   598      6.9912E-06   2.0887E-08 -1.7806E-10   7.5206E-05 -1.0690E-06
   599      7.0614E-06   2.1309E-08 -1.8347E-10   7.5961E-05 -1.0905E-06
   600      7.1324E-06   2.1739E-08 -1.8905E-10   7.6724E-05 -1.1125E-06
   601      7.2041E-06   2.2178E-08 -1.9480E-10   7.7494E-05 -1.1349E-06
   602      7.2765E-06   2.2626E-08 -2.0072E-10   7.8273E-05 -1.1578E-06
   603      7.3496E-06   2.3083E-08 -2.0683E-10   7.9059E-05 -1.1811E-06
   604      7.4235E-06   2.3549E-08 -2.1312E-10   7.9853E-05 -1.2050E-06
   605      7.4981E-06   2.4025E-08 -2.1960E-10   8.0655E-05 -1.2292E-06
   606      7.5734E-06   2.4510E-08 -2.2627E-10   8.1465E-05 -1.2540E-06
   607      7.6496E-06   2.5005E-08 -2.3315E-10   8.2283E-05 -1.2793E-06
   608      7.7264E-06   2.5510E-08 -2.4024E-10   8.3109E-05 -1.3051E-06
   609      7.8041E-06   2.6025E-08 -2.4754E-10   8.3944E-05 -1.3314E-06
   610      7.8825E-06   2.6551E-08 -2.5507E-10   8.4787E-05 -1.3582E-06
   611      7.9617E-06   2.7087E-08 -2.6282E-10   8.5638E-05 -1.3856E-06
   612      8.0418E-06   2.7634E-08 -2.7081E-10   8.6498E-05 -1.4135E-06
   613      8.1226E-06   2.8192E-08 -2.7904E-10   8.7367E-05 -1.4420E-06
   614      8.2042E-06   2.8762E-08 -2.8752E-10   8.8244E-05 -1.4710E-06
   615      8.2867E-06   2.9343E-08 -2.9626E-10   8.9130E-05 -1.5007E-06
   616      8.3700E-06   2.9935E-08 -3.0526E-10   9.0025E-05 -1.5309E-06
   617      8.4541E-06   3.0540E-08 -3.1454E-10   9.0929E-05 -1.5618E-06
   618      8.5390E-06   3.1157E-08 -3.2410E-10   9.1842E-05 -1.5932E-06
   619      8.6249E-06   3.1786E-08 -3.3395E-10   9.2764E-05 -1.6253E-06
   620      8.7115E-06   3.2428E-08 -3.4409E-10   9.3696E-05 -1.6580E-06
